year,qdistance,qtime,avg_delay
2001,5,17,233.5000000000000000
2001,5,18,160.0000000000000000
2001,5,20,
2001,6,1,4.1388888888888889
2001,6,2,4.9411764705882353
2001,6,3,3.7814262691377921
2001,6,4,2.5307969403184204
2001,6,5,2.6619058930657007
2001,6,6,5.0732004104969946
2001,6,7,8.9821925738070954
2001,6,8,13.4804374715187813
2001,6,9,17.3773645399166399
2001,6,10,17.1753578732106339
2001,6,11,25.5340101522842640
2001,6,12,44.3910256410256410
2001,6,13,78.8980891719745223
2001,6,14,86.5652173913043478
2001,6,15,106.0000000000000000
2001,6,16,86.8750000000000000
2001,6,17,218.0000000000000000
2001,6,18,523.0000000000000000
2001,6,20,
2001,7,1,5.5333333333333333
2001,7,2,3.6111111111111111
2001,7,3,4.9124293785310734
2001,7,4,3.2577363289529462
2001,7,5,2.7748838835339360
2001,7,6,3.4904783340509649
2001,7,7,5.4595620004320588
2001,7,8,8.6483869015192785
2001,7,9,11.4034175334323923
2001,7,10,9.9175093739347801
2001,7,11,14.2683067461080146
2001,7,12,28.4260289210233593
2001,7,13,50.8000000000000000
2001,7,14,71.5445544554455446
2001,7,15,80.2800000000000000
2001,7,16,85.8095238095238095
2001,7,17,168.5555555555555556
2001,7,18,169.5000000000000000
2001,7,20,
2001,8,1,-11.5000000000000000
2001,8,2,1.00000000000000000000
2001,8,3,-2.7000000000000000
2001,8,4,1.9260450160771704
2001,8,5,1.7068124722920053
2001,8,6,1.8213881165688395
2001,8,7,3.1189514449904223
2001,8,8,4.8227799432556413
2001,8,9,9.5826667098487547
2001,8,10,17.5954236239950526
2001,8,11,16.1686178247734139
2001,8,12,20.4718109339407745
2001,8,13,35.4969604863221884
2001,8,14,55.6235955056179775
2001,8,15,73.3587786259541985
2001,8,16,93.8947368421052632
2001,8,17,131.0000000000000000
2001,8,18,118.0000000000000000
2001,8,20,
2001,9,1,-7.7500000000000000
2001,9,2,2.0000000000000000
2001,9,3,5.1666666666666667
2001,9,4,2.2500000000000000
2001,9,5,1.9143646408839779
2001,9,6,2.9638175860185691
2001,9,7,2.3618121755545068
2001,9,8,2.8379756839464422
2001,9,9,5.3353352079701755
2001,9,10,11.1920285851106936
2001,9,11,20.0190089145254326
2001,9,12,29.2696060715576437
2001,9,13,31.3026315789473684
2001,9,14,53.7328767123287671
2001,9,15,79.9166666666666667
2001,9,16,79.2894736842105263
2001,9,17,139.7777777777777778
2001,9,18,457.0000000000000000
2001,9,20,
2001,10,1,5.5000000000000000
2001,10,2,-0.33333333333333333333
2001,10,3,-13.0000000000000000
2001,10,4,-14.0000000000000000
2001,10,5,19.0769230769230769
2001,10,6,3.2193548387096774
2001,10,7,2.0341760299625468
2001,10,8,2.3085435273333988
2001,10,9,2.4761799715060435
2001,10,10,4.2029559344605360
2001,10,11,9.2134275209171709
2001,10,12,18.2854185152321798
2001,10,13,35.6301308073973839
2001,10,14,59.7824561403508772
2001,10,15,69.5770925110132159
2001,10,16,96.1941747572815534
2001,10,17,122.8387096774193548
2001,10,18,111.0000000000000000
2001,10,19,158.0000000000000000
2001,10,20,
2001,11,1,8.7500000000000000
2001,11,4,16.6666666666666667
2001,11,5,17.8888888888888889
2001,11,6,2.5714285714285714
2001,11,7,2.9285714285714286
2001,11,8,3.5599600266489007
2001,11,9,3.2138014197306152
2001,11,10,3.4114698084319803
2001,11,11,5.6030803422071405
2001,11,12,11.1274488697524220
2001,11,13,23.1804753442914260
2001,11,14,44.9267759562841530
2001,11,15,73.0555555555555556
2001,11,16,93.9454545454545455
2001,11,17,125.5365853658536585
2001,11,18,205.3750000000000000
2001,11,19,226.0000000000000000
2001,11,20,414.0000000000000000
2001,12,1,13.7500000000000000
2001,12,2,50.3333333333333333
2001,12,3,-10.0000000000000000
2001,12,4,3.5000000000000000
2001,12,5,0.00000000000000000000
2001,12,6,-2.6000000000000000
2001,12,7,0.38461538461538461538
2001,12,8,7.3840579710144928
2001,12,9,2.5456023117211486
2001,12,10,3.1728318820889685
2001,12,11,3.6675932403077943
2001,12,12,6.8882718559395876
2001,12,13,14.5477503424537248
2001,12,14,28.8609415867480384
2001,12,15,49.8987129266927812
2001,12,16,78.5473484848484848
2001,12,17,99.4036144578313253
2001,12,18,100.0000000000000000
2001,12,20,
2001,13,1,8.3333333333333333
2001,13,2,2.0000000000000000
2001,13,3,46.0000000000000000
2001,13,4,5.0000000000000000
2001,13,5,-8.3333333333333333
2001,13,6,64.0000000000000000
2001,13,7,69.0000000000000000
2001,13,8,15.8888888888888889
2001,13,9,8.6923076923076923
2001,13,10,1.3099591691816084
2001,13,11,2.7256186944899543
2001,13,12,3.3394014823621199
2001,13,13,5.1521692567647969
2001,13,14,12.9612403100775194
2001,13,15,27.1836016096579477
2001,13,16,48.9826388888888889
2001,13,17,83.6537530266343826
2001,13,18,106.5967741935483871
2001,13,19,169.0000000000000000
2001,13,20,
2001,14,1,-7.0000000000000000
2001,14,6,43.0000000000000000
2001,14,7,47.0000000000000000
2001,14,9,0.00000000000000000000
2001,14,10,12.3260869565217391
2001,14,11,2.2296320630749014
2001,14,12,1.9864396529667620
2001,14,13,3.1601161864123589
2001,14,14,6.2081299275422276
2001,14,15,13.7345242070116861
2001,14,16,27.9440680217882290
2001,14,17,60.2440737489025461
2001,14,18,106.2359550561797753
2001,14,19,125.2000000000000000
2001,14,20,246.0000000000000000
2001,15,1,-8.0000000000000000
2001,15,6,-10.5000000000000000
2001,15,8,-2.5000000000000000
2001,15,9,30.0000000000000000
2001,15,10,34.6666666666666667
2001,15,11,3.2181818181818182
2001,15,12,1.5729255774165954
2001,15,13,2.4402825799291416
2001,15,14,2.9488109087957577
2001,15,15,6.7545641683258529
2001,15,16,16.5481637073747087
2001,15,17,38.8786805401815364
2001,15,18,85.6978021978021978
2001,15,19,137.0000000000000000
2001,15,20,216.0000000000000000
2001,16,3,-8.0000000000000000
2001,16,8,-19.0000000000000000
2001,16,9,3.3333333333333333
2001,16,10,-4.0000000000000000
2001,16,11,9.3750000000000000
2001,16,12,6.7155963302752294
2001,16,13,1.1713216239562338
2001,16,14,1.7361915797605253
2001,16,15,2.6096119029027912
2001,16,16,6.8398616992521849
2001,16,17,21.9569613409029467
2001,16,18,65.7365853658536585
2001,16,19,113.1333333333333333
2001,16,20,
2001,17,1,7.0000000000000000
2001,17,6,-5.0000000000000000
2001,17,8,30.0000000000000000
2001,17,9,10.5000000000000000
2001,17,10,165.0000000000000000
2001,17,11,45.0000000000000000
2001,17,12,16.1666666666666667
2001,17,13,2.2348993288590604
2001,17,14,1.7733313198429477
2001,17,15,2.4101672001431440
2001,17,16,3.8136895296653592
2001,17,17,10.0349527552470942
2001,17,18,34.9862017527503263
2001,17,19,89.8750000000000000
2001,17,20,
2001,18,10,-86.0000000000000000
2001,18,11,154.0000000000000000
2001,18,12,-11.6000000000000000
2001,18,13,-22.0000000000000000
2001,18,14,11.4400000000000000
2001,18,15,-1.4784537389100127
2001,18,16,-0.32313463023572242857
2001,18,17,3.0695972940513248
2001,18,18,9.9887188016325459
2001,18,19,35.0465731675046309
2001,18,20,203.4000000000000000
2001,19,8,5.0000000000000000
2001,19,9,9.0000000000000000
2001,19,10,25.0000000000000000
2001,19,13,-11.0000000000000000
2001,19,14,27.6666666666666667
2001,19,15,-15.0000000000000000
2001,19,16,-4.5277777777777778
2001,19,17,-1.10323970816164518202
2001,19,18,3.5627915368736103
2001,19,19,12.3956258120398441
2001,19,20,34.7121212121212121
2001,20,17,-29.5000000000000000
2001,20,18,-5.3368970452058254
2001,20,19,2.9301995336049434
2001,20,20,12.0493104510610536
1995,1,1,5.1033284111858095
1995,1,2,8.8914341120504197
1995,1,3,13.6350974930362117
1995,1,4,20.1246672582076309
1995,1,5,26.7741083223249670
1995,1,6,32.5282608695652174
1995,1,7,39.0135746606334842
1995,1,8,43.5283018867924528
1995,1,9,61.6235294117647059
1995,1,10,69.0727272727272727
1995,1,11,67.0222222222222222
1995,1,12,83.3125000000000000
1995,1,13,107.3333333333333333
1995,1,14,79.3333333333333333
1995,1,15,140.0000000000000000
1995,1,16,
1995,1,17,
1995,1,18,
1995,1,19,
1995,1,20,
1995,2,1,3.4395479422844552
1995,2,2,4.2087853929611008
1995,2,3,6.2906138810070711
1995,2,4,8.2222164412070760
1995,2,5,9.4572530533533319
1995,2,6,14.5983263598326360
1995,2,7,22.8646922183507549
1995,2,8,35.9481765834932821
1995,2,9,46.1811023622047244
1995,2,10,56.4028776978417266
1995,2,11,71.8962962962962963
1995,2,12,71.4202898550724638
1995,2,13,102.0447761194029851
1995,2,14,108.0285714285714286
1995,2,15,121.4545454545454545
1995,2,16,150.0000000000000000
1995,2,17,228.3333333333333333
1995,2,18,131.0000000000000000
1995,2,19,
1995,2,20,
1995,3,1,4.6177394034536892
1995,3,2,3.5125169529837251
1995,3,3,4.9675623085203279
1995,3,4,7.8522154031068456
1995,3,5,11.8791715150104724
1995,3,6,17.5600926377376889
1995,3,7,24.9495902657064813
1995,3,8,36.2937720329024677
1995,3,9,45.9137931034482759
1995,3,10,60.3732718894009217
1995,3,11,75.0107526881720430
1995,3,12,81.6747967479674797
1995,3,13,96.4929577464788732
1995,3,14,106.3888888888888889
1995,3,15,145.4000000000000000
1995,3,16,134.5000000000000000
1995,3,17,178.0000000000000000
1995,3,18,162.0000000000000000
1995,3,19,
1995,3,20,
1995,4,1,6.2402234636871508
1995,4,2,3.7753982063980725
1995,4,3,3.9942906048355311
1995,4,4,5.5599169361864639
1995,4,5,8.4911574484072673
1995,4,6,12.3940689848569826
1995,4,7,17.4069422886976154
1995,4,8,26.2724292101341282
1995,4,9,36.5610990600144613
1995,4,10,51.2017879948914432
1995,4,11,62.2451253481894150
1995,4,12,78.6398104265402844
1995,4,13,92.2061068702290076
1995,4,14,101.7500000000000000
1995,4,15,114.6923076923076923
1995,4,16,109.8750000000000000
1995,4,17,122.0000000000000000
1995,4,18,147.3333333333333333
1995,4,19,172.0000000000000000
1995,4,20,
1995,5,1,10.2933333333333333
1995,5,2,3.4704618689581096
1995,5,3,3.4263920671243326
1995,5,4,3.9067397780752126
1995,5,5,5.0085492519404552
1995,5,6,6.9796439296439296
1995,5,7,9.7806191117092867
1995,5,8,13.8266201395812562
1995,5,9,22.0151162790697674
1995,5,10,33.8699690402476780
1995,5,11,49.5856031128404669
1995,5,12,67.0033898305084746
1995,5,13,69.3612903225806452
1995,5,14,83.1979166666666667
1995,5,15,117.4062500000000000
1995,5,16,138.5625000000000000
1995,5,17,121.8571428571428571
1995,5,18,174.7500000000000000
1995,5,19,172.0000000000000000
1995,5,20,71.6666666666666667
1995,6,1,7.5526315789473684
1995,6,2,4.8768115942028986
1995,6,3,2.9418153607447634
1995,6,4,3.0211949570619404
1995,6,5,3.3964190704710239
1995,6,6,4.9516407818814977
1995,6,7,7.9605142961541975
1995,6,8,11.7188235294117647
1995,6,9,17.3102580239144116
1995,6,10,29.0740887480190174
1995,6,11,42.8228128460686600
1995,6,12,58.1229508196721311
1995,6,13,74.1774193548387097
1995,6,14,78.2941176470588235
1995,6,15,93.9148936170212766
1995,6,16,93.7333333333333333
1995,6,17,114.8000000000000000
1995,6,18,182.6666666666666667
1995,6,19,189.5000000000000000
1995,6,20,
1995,7,1,13.7790697674418605
1995,7,2,7.0329670329670330
1995,7,3,5.5815217391304348
1995,7,4,3.9800590841949778
1995,7,5,4.1670201163354338
1995,7,6,4.7905498259719243
1995,7,7,6.4827339842819719
1995,7,8,7.9571597633136095
1995,7,9,12.3288881660974684
1995,7,10,23.5469451931716083
1995,7,11,38.9561787905346188
1995,7,12,55.4812164579606440
1995,7,13,65.0260586319218241
1995,7,14,78.4937500000000000
1995,7,15,85.9830508474576271
1995,7,16,133.4347826086956522
1995,7,17,99.5555555555555556
1995,7,18,100.0000000000000000
1995,7,19,164.0000000000000000
1995,7,20,
1995,8,1,13.5681818181818182
1995,8,2,9.8461538461538462
1995,8,3,5.9245283018867925
1995,8,4,5.6541095890410959
1995,8,5,4.9985642498205312
1995,8,6,4.2507662198589417
1995,8,7,4.2951486895161290
1995,8,8,5.7310616116031566
1995,8,9,8.0475968268782081
1995,8,10,13.2764426166302532
1995,8,11,24.1672558550596553
1995,8,12,41.8155500413564930
1995,8,13,57.3705501618122977
1995,8,14,71.6254180602006689
1995,8,15,86.7808219178082192
1995,8,16,99.0517241379310345
1995,8,17,100.3500000000000000
1995,8,18,130.8333333333333333
1995,8,19,
1995,8,20,208.0000000000000000
1995,9,1,9.4912280701754386
1995,9,2,12.5000000000000000
1995,9,3,1.3846153846153846
1995,9,4,7.4102564102564103
1995,9,5,9.8168498168498168
1995,9,6,4.6053748231966054
1995,9,7,4.5497281246384636
1995,9,8,4.5376852191214200
1995,9,9,5.8508043354249857
1995,9,10,9.1183881343817012
1995,9,11,15.8554035567715458
1995,9,12,28.1575742197411824
1995,9,13,47.5721961047683009
1995,9,14,63.9358108108108108
1995,9,15,80.0048543689320388
1995,9,16,94.5102040816326531
1995,9,17,104.3589743589743590
1995,9,18,114.2857142857142857
1995,9,19,147.0000000000000000
1995,9,20,226.0000000000000000
1995,10,1,2.6000000000000000
1995,10,2,6.7500000000000000
1995,10,3,-9.7000000000000000
1995,10,4,17.2222222222222222
1995,10,5,2.3571428571428571
1995,10,6,12.9338235294117647
1995,10,7,5.1917956099316301
1995,10,8,4.2913642538327188
1995,10,9,4.7179229834662723
1995,10,10,5.7446199475789764
1995,10,11,8.4661199735195507
1995,10,12,14.6539056218690086
1995,10,13,24.8494758909853249
1995,10,14,44.0813669650122050
1995,10,15,65.3942558746736292
1995,10,16,74.3757575757575758
1995,10,17,90.4946236559139785
1995,10,18,106.2000000000000000
1995,10,19,119.8333333333333333
1995,10,20,183.0000000000000000
1995,11,1,5.5200000000000000
1995,11,2,24.0000000000000000
1995,11,3,6.2500000000000000
1995,11,4,-0.50000000000000000000
1995,11,5,23.0000000000000000
1995,11,6,17.0625000000000000
1995,11,7,16.4285714285714286
1995,11,8,5.6193277310924370
1995,11,9,3.7136424112168662
1995,11,10,4.8484593457309624
1995,11,11,6.7727721603228784
1995,11,12,9.2553002987534769
1995,11,13,16.1793601651186791
1995,11,14,30.8384444444444444
1995,11,15,49.5534924845269673
1995,11,16,72.1247058823529412
1995,11,17,84.1206030150753769
1995,11,18,105.7272727272727273
1995,11,19,124.8571428571428571
1995,11,20,
1995,12,1,-4.0000000000000000
1995,12,2,5.8333333333333333
1995,12,3,3.2500000000000000
1995,12,4,21.0000000000000000
1995,12,5,1.00000000000000000000
1995,12,6,8.3333333333333333
1995,12,7,14.0000000000000000
1995,12,8,6.2295081967213115
1995,12,9,5.6692576758647493
1995,12,10,4.5984166966534725
1995,12,11,4.7370488820269637
1995,12,12,5.4933190685393003
1995,12,13,8.7747371899460955
1995,12,14,16.8029385230055420
1995,12,15,33.6310743801652893
1995,12,16,57.5206124852767962
1995,12,17,79.2887700534759358
1995,12,18,105.2093023255813953
1995,12,19,135.5833333333333333
1995,12,20,161.0000000000000000
1995,13,1,7.0625000000000000
1995,13,2,13.8666666666666667
1995,13,3,-4.4285714285714286
1995,13,4,23.7500000000000000
1995,13,5,37.5000000000000000
1995,13,6,-19.6666666666666667
1995,13,7,4.0833333333333333
1995,13,8,18.9285714285714286
1995,13,9,19.3289473684210526
1995,13,10,7.1698017285205897
1995,13,11,3.7773351544123226
1995,13,12,4.0049274882542431
1995,13,13,6.3521564704987008
1995,13,14,10.3325109968115065
1995,13,15,18.7701492537313433
1995,13,16,35.0779183438757907
1995,13,17,58.9769633507853403
1995,13,18,89.7500000000000000
1995,13,19,124.2631578947368421
1995,13,20,225.5000000000000000
1995,14,1,-0.40000000000000000000
1995,14,2,-9.0000000000000000
1995,14,3,13.0000000000000000
1995,14,4,71.0000000000000000
1995,14,5,10.0000000000000000
1995,14,6,-1.6666666666666667
1995,14,7,140.0000000000000000
1995,14,8,3.0000000000000000
1995,14,9,-0.40000000000000000000
1995,14,10,14.0352941176470588
1995,14,11,4.6714461286358050
1995,14,12,2.9642211781713047
1995,14,13,3.4465110815255697
1995,14,14,5.0519628925525395
1995,14,15,10.1082646229359971
1995,14,16,20.5093015665796345
1995,14,17,40.8158567774936061
1995,14,18,84.3186813186813187
1995,14,19,121.2325581395348837
1995,14,20,276.0000000000000000
1995,15,1,
1995,15,2,
1995,15,3,
1995,15,4,0.33333333333333333333
1995,15,5,
1995,15,6,
1995,15,7,8.0000000000000000
1995,15,8,1.6666666666666667
1995,15,9,4.0000000000000000
1995,15,10,24.5000000000000000
1995,15,11,16.3333333333333333
1995,15,12,6.8057366362451108
1995,15,13,3.8197152245345016
1995,15,14,4.7967377508576599
1995,15,15,5.7368398650733690
1995,15,16,10.2921915787084326
1995,15,17,21.8126381215469613
1995,15,18,51.8656050955414013
1995,15,19,100.2651515151515152
1995,15,20,141.5000000000000000
1995,16,1,-2.0000000000000000
1995,16,2,
1995,16,3,
1995,16,4,
1995,16,5,
1995,16,6,
1995,16,7,
1995,16,8,70.0000000000000000
1995,16,9,82.5000000000000000
1995,16,10,-6.5000000000000000
1995,16,11,86.0000000000000000
1995,16,12,12.7037037037037037
1995,16,13,8.2329411764705882
1995,16,14,4.5265186184305602
1995,16,15,4.0844726142658854
1995,16,16,6.5432121881035910
1995,16,17,12.2877548990351139
1995,16,18,29.4186887716654107
1995,16,19,79.3345195729537367
1995,16,20,115.0000000000000000
1995,17,1,1.5000000000000000
1995,17,2,
1995,17,3,9.0000000000000000
1995,17,4,
1995,17,5,
1995,17,6,
1995,17,7,-4.0000000000000000
1995,17,8,-2.5000000000000000
1995,17,9,13.0000000000000000
1995,17,10,2.0000000000000000
1995,17,11,105.0000000000000000
1995,17,12,48.8000000000000000
1995,17,13,32.1481481481481481
1995,17,14,4.0517821116341627
1995,17,15,3.0329342669979670
1995,17,16,3.9364397251717676
1995,17,17,6.7941920242234681
1995,17,18,16.4989812274172077
1995,17,19,53.9057915057915058
1995,17,20,114.0000000000000000
1995,18,1,22.0000000000000000
1995,18,2,
1995,18,3,
1995,18,4,
1995,18,5,-17.0000000000000000
1995,18,6,
1995,18,7,-1.00000000000000000000
1995,18,8,
1995,18,9,20.0000000000000000
1995,18,10,
1995,18,11,
1995,18,12,22.0000000000000000
1995,18,13,-18.2500000000000000
1995,18,14,14.2083333333333333
1995,18,15,5.8028391167192429
1995,18,16,2.7537446052297537
1995,18,17,3.6939093859245951
1995,18,18,7.0060861124690912
1995,18,19,16.6265833379833715
1995,18,20,73.9003322259136213
1995,19,1,
1995,19,2,
1995,19,3,
1995,19,4,
1995,19,5,
1995,19,6,
1995,19,7,
1995,19,8,
1995,19,9,17.0000000000000000
1995,19,10,
1995,19,11,
1995,19,12,
1995,19,13,
1995,19,14,-7.3333333333333333
1995,19,15,57.0000000000000000
1995,19,16,37.4230769230769231
1995,19,17,0.88821630347054075868
1995,19,18,3.4821817605661698
1995,19,19,9.2062735885618207
1995,19,20,25.8376837878100913
1995,20,1,3.3592964824120603
1995,20,2,5.3242009132420091
1995,20,3,4.6570327552986513
1995,20,4,3.9787644787644788
1995,20,5,5.0253748558246828
1995,20,6,8.5780669144981413
1995,20,7,9.1954545454545455
1995,20,8,8.2401315789473684
1995,20,9,12.0160771704180064
1995,20,10,11.6801801801801802
1995,20,11,13.3176470588235294
1995,20,12,5.6984126984126984
1995,20,13,51.4500000000000000
1995,20,14,0.78571428571428571429
1995,20,15,12.2083333333333333
1995,20,16,5.1702127659574468
1995,20,17,2.0375000000000000
1995,20,18,1.2929542645241038
1995,20,19,4.5121565662640252
1995,20,20,10.2784360549242616
1997,1,1,5.7407702778885421
1997,1,2,9.6522633744855967
1997,1,3,16.1970666250585115
1997,1,4,21.8984856982613573
1997,1,5,29.1917494270435447
1997,1,6,34.1225490196078431
1997,1,7,44.9101123595505618
1997,1,8,56.0769230769230769
1997,1,9,57.2753623188405797
1997,1,10,66.8857142857142857
1997,1,11,95.7352941176470588
1997,1,12,93.6875000000000000
1997,1,13,127.3636363636363636
1997,1,14,144.5000000000000000
1997,1,15,155.5000000000000000
1997,1,16,123.0000000000000000
1997,1,20,
1997,2,1,3.8308024247405733
1997,2,2,5.1860176851413232
1997,2,3,7.4549623990344443
1997,2,4,10.2430608532363124
1997,2,5,14.4230385084896238
1997,2,6,19.8919288645690834
1997,2,7,29.5985432733504713
1997,2,8,39.2775574940523394
1997,2,9,47.7415565345080764
1997,2,10,60.9667590027700831
1997,2,11,79.0663265306122449
1997,2,12,82.0803571428571429
1997,2,13,90.0188679245283019
1997,2,14,110.0000000000000000
1997,2,15,100.0000000000000000
1997,2,16,159.0000000000000000
1997,2,18,188.0000000000000000
1997,2,20,
1997,3,1,3.6011616650532430
1997,3,2,4.1331460207940629
1997,3,3,5.7834733480717268
1997,3,4,9.6097705252422234
1997,3,5,15.0492525456777641
1997,3,6,21.1198202695956066
1997,3,7,30.3096306523990335
1997,3,8,41.2792665726375176
1997,3,9,52.8136054421768707
1997,3,10,67.6893939393939394
1997,3,11,82.3009708737864078
1997,3,12,91.1896551724137931
1997,3,13,109.0447761194029851
1997,3,14,119.2580645161290323
1997,3,15,117.8571428571428571
1997,3,16,111.0000000000000000
1997,3,20,
1997,4,1,6.1944444444444444
1997,4,2,5.1619937694704050
1997,4,3,5.3095644220310491
1997,4,4,6.7984081143903642
1997,4,5,9.0195118097796034
1997,4,6,11.1224531068304768
1997,4,7,14.9706570274293004
1997,4,8,21.7257999189955448
1997,4,9,30.6075221238938053
1997,4,10,49.8113006396588486
1997,4,11,62.2164009111617312
1997,4,12,73.8554687500000000
1997,4,13,88.0000000000000000
1997,4,14,103.0869565217391304
1997,4,15,107.6875000000000000
1997,4,16,106.2857142857142857
1997,4,17,158.3333333333333333
1997,4,20,
1997,5,1,10.0677966101694915
1997,5,2,6.1102288650163475
1997,5,3,5.1827297588464407
1997,5,4,4.8501838120755187
1997,5,5,5.8843535110599234
1997,5,6,8.7027434357706346
1997,5,7,12.4086889429639741
1997,5,8,18.3891381711279592
1997,5,9,27.2935560859188544
1997,5,10,40.6492395437262357
1997,5,11,57.6188524590163934
1997,5,12,68.9163636363636364
1997,5,13,73.0942028985507246
1997,5,14,114.7333333333333333
1997,5,15,102.3461538461538462
1997,5,16,126.0000000000000000
1997,5,17,166.2500000000000000
1997,5,18,138.0000000000000000
1997,5,20,374.0000000000000000
1997,6,1,7.8039215686274510
1997,6,2,2.4861878453038674
1997,6,3,3.4108550636749545
1997,6,4,3.6196328145921981
1997,6,5,4.3227038171105120
1997,6,6,6.3621855417605753
1997,6,7,9.3226053996232821
1997,6,8,13.4761963341124370
1997,6,9,22.3041069723018147
1997,6,10,34.7274412855377009
1997,6,11,49.6149936467598475
1997,6,12,63.8163265306122449
1997,6,13,74.9315789473684211
1997,6,14,86.8510638297872340
1997,6,15,96.6666666666666667
1997,6,16,108.6153846153846154
1997,6,17,101.7500000000000000
1997,6,18,138.5000000000000000
1997,6,19,230.0000000000000000
1997,6,20,
1997,7,1,6.2666666666666667
1997,7,2,10.5600000000000000
1997,7,3,2.6178861788617886
1997,7,4,6.1083802191294048
1997,7,5,4.7596649290384789
1997,7,6,5.3826965582570256
1997,7,7,6.6308424437299035
1997,7,8,9.7372051156157209
1997,7,9,14.3401002017047303
1997,7,10,21.8297737365193487
1997,7,11,35.4256198347107438
1997,7,12,52.1256117455138662
1997,7,13,66.0197628458498024
1997,7,14,82.7500000000000000
1997,7,15,86.2745098039215686
1997,7,16,109.3636363636363636
1997,7,17,115.0000000000000000
1997,7,20,
1997,8,1,9.2307692307692308
1997,8,2,7.2307692307692308
1997,8,3,6.2894736842105263
1997,8,4,9.0928270042194093
1997,8,5,6.9519359145527370
1997,8,6,5.6559574258401498
1997,8,7,5.2768537120964351
1997,8,8,6.4713786388979597
1997,8,9,10.1315728568783559
1997,8,10,18.2497191462044616
1997,8,11,29.3313968173781258
1997,8,12,45.9256844850065189
1997,8,13,61.8293051359516616
1997,8,14,75.7350157728706625
1997,8,15,90.3834586466165414
1997,8,16,105.6271186440677966
1997,8,17,136.7500000000000000
1997,8,18,160.0000000000000000
1997,8,19,182.0000000000000000
1997,8,20,
1997,9,1,-10.4285714285714286
1997,9,2,4.4000000000000000
1997,9,3,-1.6666666666666667
1997,9,4,3.0645161290322581
1997,9,5,7.0526315789473684
1997,9,6,6.6429848078641644
1997,9,7,4.3906903060536605
1997,9,8,4.3014241263762566
1997,9,9,6.3066408878990712
1997,9,10,10.0172363916879610
1997,9,11,15.7543490373305268
1997,9,12,26.7939837720166238
1997,9,13,46.2087591240875912
1997,9,14,68.5019157088122605
1997,9,15,75.5248868778280543
1997,9,16,91.6315789473684211
1997,9,17,107.1153846153846154
1997,9,18,131.0000000000000000
1997,9,20,
1997,10,1,118.6666666666666667
1997,10,2,-3.5000000000000000
1997,10,3,6.0000000000000000
1997,10,4,10.5000000000000000
1997,10,5,6.4347826086956522
1997,10,6,7.3578947368421053
1997,10,7,5.2420284287360738
1997,10,8,5.0560646334639060
1997,10,9,5.0102988811238595
1997,10,10,6.4792360729757764
1997,10,11,10.0865564242717775
1997,10,12,16.9115407854984894
1997,10,13,28.0643669300443245
1997,10,14,43.8888888888888889
1997,10,15,59.8465045592705167
1997,10,16,78.2481751824817518
1997,10,17,95.7551020408163265
1997,10,18,137.3636363636363636
1997,10,20,
1997,11,1,7.0000000000000000
1997,11,2,-1.00000000000000000000
1997,11,4,8.6666666666666667
1997,11,5,1.00000000000000000000
1997,11,6,2.9166666666666667
1997,11,7,17.3518518518518519
1997,11,8,6.0687807056721751
1997,11,9,5.8401655629139073
1997,11,10,5.4788324855610798
1997,11,11,6.8783271375464684
1997,11,12,9.4199199542595769
1997,11,13,17.6799350649350649
1997,11,14,32.4859081419624217
1997,11,15,52.5757575757575758
1997,11,16,75.0702479338842975
1997,11,17,100.1562500000000000
1997,11,18,124.1034482758620690
1997,11,19,125.0000000000000000
1997,11,20,152.0000000000000000
1997,12,1,27.5000000000000000
1997,12,2,1.00000000000000000000
1997,12,3,-4.0000000000000000
1997,12,4,-2.3333333333333333
1997,12,5,54.0000000000000000
1997,12,6,-5.2500000000000000
1997,12,7,11.5625000000000000
1997,12,8,3.2265625000000000
1997,12,9,5.5251118846345102
1997,12,10,4.6859447553280152
1997,12,11,5.1770347018337585
1997,12,12,6.9436542167569056
1997,12,13,11.5186852658252762
1997,12,14,20.5638360298432392
1997,12,15,36.9591439688715953
1997,12,16,61.9113300492610837
1997,12,17,83.4778761061946903
1997,12,18,105.3064516129032258
1997,12,19,128.5000000000000000
1997,12,20,
1997,13,1,15.5000000000000000
1997,13,2,29.0000000000000000
1997,13,7,5.0000000000000000
1997,13,8,7.1034482758620690
1997,13,9,3.7167630057803468
1997,13,10,3.9143894107600342
1997,13,11,4.4109662946872249
1997,13,12,5.2012039625324898
1997,13,13,6.5639411436021606
1997,13,14,11.8551452133381140
1997,13,15,22.3724556682536397
1997,13,16,40.1981692231568530
1997,13,17,69.3217131474103586
1997,13,18,99.2018779342723005
1997,13,19,183.7500000000000000
1997,13,20,
1997,14,1,-9.0000000000000000
1997,14,8,66.5000000000000000
1997,14,9,4.2222222222222222
1997,14,10,4.5701754385964912
1997,14,11,4.1934747889573352
1997,14,12,3.3540548749620330
1997,14,13,4.1903508771929825
1997,14,14,5.6813474188680115
1997,14,15,10.8106090373280943
1997,14,16,21.0614366729678639
1997,14,17,41.9250708788983394
1997,14,18,79.1894736842105263
1997,14,19,113.3333333333333333
1997,14,20,
1997,15,1,14.0000000000000000
1997,15,3,-3.0000000000000000
1997,15,5,12.0000000000000000
1997,15,6,27.5000000000000000
1997,15,9,-27.6666666666666667
1997,15,10,-4.4285714285714286
1997,15,11,3.9032258064516129
1997,15,12,0.83671668137687555163
1997,15,13,3.1797948342187214
