year,qdistance,qtime,avg_delay
2000,12,17,111.7330508474576271
2000,12,18,137.5897435897435897
2000,12,19,181.0000000000000000
2000,12,20,
2000,13,1,-7.6666666666666667
2000,13,2,59.0000000000000000
2000,13,3,-8.0000000000000000
2000,13,4,35.0000000000000000
2000,13,5,-18.0000000000000000
2000,13,6,111.0000000000000000
2000,13,7,31.5000000000000000
2000,13,8,3.0000000000000000
2000,13,9,17.6893939393939394
2000,13,10,8.3916140850803989
2000,13,11,8.0730630965662576
2000,13,12,7.6070627468884610
2000,13,13,10.4856731991966058
2000,13,14,18.0002864691090811
2000,13,15,31.2291740308707435
2000,13,16,52.6520408163265306
2000,13,17,89.5680345572354212
2000,13,18,111.4603174603174603
2000,13,19,208.6250000000000000
2000,13,20,212.5000000000000000
2000,14,3,1.00000000000000000000
2000,14,7,32.0000000000000000
2000,14,9,10.1428571428571429
2000,14,10,14.8849557522123894
2000,14,11,9.1482881280569142
2000,14,12,8.7256255601579343
2000,14,13,8.6424347354478040
2000,14,14,10.5540543777697928
2000,14,15,16.6530157551323537
2000,14,16,30.6775666978096128
2000,14,17,61.8797564687975647
2000,14,18,117.9565217391304348
2000,14,19,153.0000000000000000
2000,14,20,
2000,15,1,-3.0000000000000000
2000,15,5,-23.0000000000000000
2000,15,6,-58.0000000000000000
2000,15,9,80.0000000000000000
2000,15,10,38.0000000000000000
2000,15,11,11.8961038961038961
2000,15,12,5.3466105516308432
2000,15,13,6.9826392609897765
2000,15,14,7.9074298282785479
2000,15,15,11.0705325415563664
2000,15,16,18.8408884859474161
2000,15,17,43.0950753768844221
2000,15,18,94.7266435986159170
2000,15,19,115.3333333333333333
2000,15,20,185.0000000000000000
2000,16,1,7.2000000000000000
2000,16,3,85.0000000000000000
2000,16,5,-2.0000000000000000
2000,16,7,16.0000000000000000
2000,16,8,25.0000000000000000
2000,16,9,38.2000000000000000
2000,16,10,5.3333333333333333
2000,16,11,25.4000000000000000
2000,16,12,12.2227722772277228
2000,16,13,6.7570254018898024
2000,16,14,6.4860367771090610
2000,16,15,7.6852353078904238
2000,16,16,12.6240059854638735
2000,16,17,27.4129811949783820
2000,16,18,76.3557978196233895
2000,16,19,126.6222222222222222
2000,16,20,278.0000000000000000
2000,17,1,6.5000000000000000
2000,17,5,16.0000000000000000
2000,17,8,-61.0000000000000000
2000,17,9,-59.0000000000000000
2000,17,10,58.0000000000000000
2000,17,11,-6.0000000000000000
2000,17,12,64.0000000000000000
2000,17,13,13.8736462093862816
2000,17,14,5.2526259805876878
2000,17,15,5.1858479341156709
2000,17,16,7.0575033040970804
2000,17,17,13.2496277317917050
2000,17,18,34.3910226746876446
2000,17,19,92.9359605911330049
2000,17,20,260.5000000000000000
2000,18,11,-14.0000000000000000
2000,18,12,34.0000000000000000
2000,18,13,-8.3333333333333333
2000,18,14,58.2000000000000000
2000,18,15,-5.3286908077994429
2000,18,16,2.0673150364071490
2000,18,17,7.2888347821233727
2000,18,18,14.0618555717705859
2000,18,19,35.3923178419586571
2000,18,20,120.3333333333333333
2000,19,1,-3.0000000000000000
2000,19,3,-186.0000000000000000
2000,19,7,-128.0000000000000000
2000,19,14,-6.3333333333333333
2000,19,15,66.6666666666666667
2000,19,16,0.96250000000000000000
2000,19,17,1.5380819566616606
2000,19,18,8.2888711345633365
2000,19,19,17.9037346042508228
2000,19,20,61.1913043478260870
2000,20,7,-15.0000000000000000
2000,20,15,-2.0000000000000000
2000,20,16,8.2068965517241379
2000,20,17,19.5000000000000000
2000,20,18,-0.73644977890082122552
2000,20,19,7.5241776793298853
2000,20,20,16.7690047473925766
2002,1,1,1.02741163759839481401
2002,1,2,3.2738245025397269
2002,1,3,5.3316040082439059
2002,1,4,9.7047026279391425
2002,1,5,19.8466183574879227
2002,1,6,32.4004149377593361
2002,1,7,39.5225225225225225
2002,1,8,50.2580645161290323
2002,1,9,67.2592592592592593
2002,1,10,63.0000000000000000
2002,1,11,84.2083333333333333
2002,1,12,91.6250000000000000
2002,1,13,93.7500000000000000
2002,1,14,119.3333333333333333
2002,1,20,
2002,2,1,0.81007671573709309558
2002,2,2,1.3455878243698888
2002,2,3,3.2710019092644786
2002,2,4,3.8962856781483199
2002,2,5,6.6067588325652842
2002,2,6,13.2147282704903523
2002,2,7,25.0274621212121212
2002,2,8,36.9193729003359462
2002,2,9,47.3853658536585366
2002,2,10,59.6415094339622642
2002,2,11,65.0000000000000000
2002,2,12,78.8076923076923077
2002,2,13,111.8095238095238095
2002,2,14,110.7142857142857143
2002,2,15,149.0000000000000000
2002,2,16,60.3636363636363636
2002,2,17,62.0000000000000000
2002,2,20,
2002,3,1,0.44363459669582118562
2002,3,2,0.64052787718967790544
2002,3,3,2.8325911735634878
2002,3,4,6.6280836917231735
2002,3,5,7.8591993689607572
2002,3,6,9.8956913722612433
2002,3,7,16.8415760869565217
2002,3,8,31.6636553161917999
2002,3,9,48.7167300380228137
2002,3,10,67.9366515837104072
2002,3,11,66.3809523809523810
2002,3,12,92.4444444444444444
2002,3,13,111.3606557377049180
2002,3,14,124.5000000000000000
2002,3,15,119.9166666666666667
2002,3,16,17.2000000000000000
2002,3,17,18.4000000000000000
2002,3,20,
2002,4,1,-2.5264797507788162
2002,4,2,1.4691568505889647
2002,4,3,2.4366258892437537
2002,4,4,4.6522127165861308
2002,4,5,6.9244064127714266
2002,4,6,9.0437219730941704
2002,4,7,8.6212667869312487
2002,4,8,11.5251766784452297
2002,4,9,23.8268656716417910
2002,4,10,34.9959016393442623
2002,4,11,49.6676737160120846
2002,4,12,64.6433121019108280
2002,4,13,88.4000000000000000
2002,4,14,113.0833333333333333
2002,4,15,134.5714285714285714
2002,4,16,21.4324324324324324
2002,4,17,26.9411764705882353
2002,4,20,
2002,5,1,5.0983606557377049
2002,5,2,2.9768463073852295
2002,5,3,2.4055951328584057
2002,5,4,2.5539080224943818
2002,5,5,4.0978663692296621
2002,5,6,7.1388684998023827
2002,5,7,10.8660830837748599
2002,5,8,11.8759547383309760
2002,5,9,14.6413867822318527
2002,5,10,24.5320813771517997
2002,5,11,36.6806167400881057
2002,5,12,62.3668639053254438
2002,5,13,72.8157894736842105
2002,5,14,100.9090909090909091
2002,5,15,103.2352941176470588
2002,5,16,25.1724137931034483
2002,5,17,11.3571428571428571
2002,5,18,9.5000000000000000
2002,5,19,0.00000000000000000000
2002,5,20,0.00000000000000000000
2002,6,1,13.6774193548387097
2002,6,2,-1.5107913669064748
2002,6,3,-0.99325236167341430499
2002,6,4,0.19491775001051790147
2002,6,5,1.1192786274187360
2002,6,6,3.4902323305102027
2002,6,7,6.2646406775439034
2002,6,8,10.4873303167420814
2002,6,9,10.1438196067647463
2002,6,10,9.4625657628490490
2002,6,11,13.4967269926838660
2002,6,12,23.5254065040650407
2002,6,13,39.8932038834951456
2002,6,14,57.8383838383838384
2002,6,15,79.0571428571428571
2002,6,16,48.8666666666666667
2002,6,17,90.8461538461538462
2002,6,18,0.00000000000000000000
2002,6,20,
2002,7,1,-6.8181818181818182
2002,7,2,11.0000000000000000
2002,7,3,-3.3250000000000000
2002,7,4,0.52858399296394019349
2002,7,5,1.3848419925013390
2002,7,6,1.6995176226189219
2002,7,7,3.2078893090409075
2002,7,8,6.2215829610577140
2002,7,9,11.8451209341117598
2002,7,10,15.2226836231507916
2002,7,11,10.3418487394957983
2002,7,12,20.1546391752577320
2002,7,13,39.3789808917197452
2002,7,14,65.3333333333333333
2002,7,15,95.0270270270270270
2002,7,16,60.8913043478260870
2002,7,17,56.8214285714285714
2002,7,18,147.6000000000000000
2002,7,20,
2002,8,1,-0.37500000000000000000
2002,8,2,-9.6000000000000000
2002,8,3,0.87500000000000000000
2002,8,4,0.99606299212598425197
2002,8,5,0.65114309906858594412
2002,8,6,1.05957869993671458277
2002,8,7,1.6249194952651289
2002,8,8,3.6160487616551821
2002,8,9,8.2209202232527143
2002,8,10,15.3777187284716071
2002,8,11,25.4300469483568075
2002,8,12,31.6161268090971744
2002,8,13,40.4604904632152589
2002,8,14,48.9558359621451104
2002,8,15,71.0483870967741935
2002,8,16,87.5294117647058824
2002,8,17,55.8333333333333333
2002,8,18,368.0000000000000000
2002,8,19,155.6666666666666667
2002,8,20,426.0000000000000000
2002,9,1,21.1666666666666667
2002,9,2,31.5000000000000000
2002,9,3,16.4000000000000000
2002,9,4,-7.1666666666666667
2002,9,5,0.93181818181818181818
2002,9,6,1.0822440087145969
2002,9,7,0.38832630098452883263
2002,9,8,1.6300969231141082
2002,9,9,3.3315672124859150
2002,9,10,6.5944946694016055
2002,9,11,12.2714858917939425
2002,9,12,21.3755818874312315
2002,9,13,37.7671691792294807
2002,9,14,65.8247126436781609
2002,9,15,77.7801418439716312
2002,9,16,83.1111111111111111
2002,9,17,48.0238095238095238
2002,9,18,74.5625000000000000
2002,9,19,0.00000000000000000000
2002,9,20,107.7500000000000000
2002,10,1,-18.2500000000000000
2002,10,2,10.0000000000000000
2002,10,4,54.0000000000000000
2002,10,5,-13.0000000000000000
2002,10,6,-0.42857142857142857143
2002,10,7,-0.55801825293350717080
2002,10,8,-0.62412262592898431049
2002,10,9,1.2261339118337126
2002,10,10,3.3223413496708120
2002,10,11,6.7189060372219700
2002,10,12,13.0334777010417886
2002,10,13,25.1109274943193555
2002,10,14,48.0020429009193054
2002,10,15,63.8113772455089820
2002,10,16,80.0000000000000000
2002,10,17,77.1894736842105263
2002,10,18,50.4411764705882353
2002,10,20,284.0000000000000000
2002,11,1,-1.6666666666666667
2002,11,3,69.5000000000000000
2002,11,4,37.0000000000000000
2002,11,5,12.0000000000000000
2002,11,6,-5.7500000000000000
2002,11,7,0.07407407407407407407
2002,11,8,-1.1700234192037471
2002,11,9,0.03285277703959606697
2002,11,10,0.71047781778238847867
2002,11,11,2.4809948660528165
2002,11,12,6.0337809155700530
2002,11,13,14.8336091469836016
2002,11,14,30.3571168547506371
2002,11,15,53.1880341880341880
2002,11,16,73.9468438538205980
2002,11,17,91.5746268656716418
2002,11,18,78.2127659574468085
2002,11,19,120.5000000000000000
2002,11,20,10.2500000000000000
2002,12,2,-34.0000000000000000
2002,12,3,9.0000000000000000
2002,12,5,34.0000000000000000
2002,12,6,-13.3333333333333333
2002,12,7,-0.42857142857142857143
2002,12,8,2.0930232558139535
2002,12,9,-1.5788395904436860
2002,12,10,-0.48510752869114528994
2002,12,11,1.5341225363642088
2002,12,12,3.5414941942523691
2002,12,13,7.8206557531282341
2002,12,14,14.7150874876196765
2002,12,15,26.5427286356821589
2002,12,16,52.2153361344537815
2002,12,17,83.3661016949152542
2002,12,18,106.2549019607843137
2002,12,19,171.0000000000000000
2002,12,20,18.5000000000000000
2002,13,1,-11.0000000000000000
2002,13,2,-59.0000000000000000
2002,13,3,72.2500000000000000
2002,13,4,-26.0000000000000000
2002,13,5,107.0000000000000000
2002,13,6,363.2500000000000000
2002,13,8,-4.6000000000000000
2002,13,9,-5.1267605633802817
2002,13,10,-3.6958195819581958
2002,13,11,-1.2091942694216621
2002,13,12,0.19522958258847649169
2002,13,13,1.9451940621269119
2002,13,14,7.2648877473363775
2002,13,15,16.0567125182509798
2002,13,16,34.1250810110174984
2002,13,17,70.0694444444444444
2002,13,18,97.7551020408163265
2002,13,19,99.4000000000000000
2002,13,20,2.8333333333333333
2002,14,1,12.5000000000000000
2002,14,2,-8.0000000000000000
2002,14,3,301.0000000000000000
2002,14,4,-7.0000000000000000
2002,14,6,20.0000000000000000
2002,14,9,10.6000000000000000
2002,14,10,1.1666666666666667
2002,14,11,-5.5596471039509014
2002,14,12,-1.9900915778411650
2002,14,13,0.09878251922982705404
2002,14,14,2.1578675009114752
2002,14,15,6.8598885427179780
2002,14,16,16.1254736319026026
2002,14,17,35.7647474390674673
2002,14,18,72.6016597510373444
2002,14,19,108.1666666666666667
2002,14,20,4.8000000000000000
2002,15,4,-8.0000000000000000
2002,15,6,68.0000000000000000
2002,15,9,-9.0000000000000000
2002,15,10,10.0000000000000000
2002,15,11,-17.3750000000000000
2002,15,12,-4.8412778904665314
2002,15,13,-2.5882833382833383
2002,15,14,-0.65946646506102170861
2002,15,15,2.2923236352696032
2002,15,16,8.4711326201392427
2002,15,17,22.6261974944731024
2002,15,18,62.5290933694181326
2002,15,19,95.9843750000000000
2002,15,20,18.3076923076923077
2002,16,1,-12.0000000000000000
2002,16,6,-47.6000000000000000
2002,16,7,-54.7777777777777778
2002,16,8,-68.9047619047619048
2002,16,9,-65.7727272727272727
2002,16,10,-57.3571428571428571
2002,16,11,-49.3846153846153846
2002,16,12,-1.4583333333333333
2002,16,13,-8.1627499123114697
2002,16,14,-3.0223161230687970
2002,16,15,-0.94821065900973457525
2002,16,16,2.0751540613457843
2002,16,17,10.9347201738725452
2002,16,18,37.1035169210351692
2002,16,19,62.8582995951417004
2002,16,20,5.8000000000000000
2002,17,5,5.0000000000000000
2002,17,9,-52.3333333333333333
2002,17,10,-82.3333333333333333
2002,17,11,-54.7500000000000000
2002,17,12,-20.8888888888888889
2002,17,13,-5.6190476190476190
2002,17,14,-9.1096147823363608
2002,17,15,-4.5329304135447282
2002,17,16,-1.3194486536238228
2002,17,17,2.7144416890250612
2002,17,18,13.9468068413619959
2002,17,19,48.4902998236331570
2002,17,20,89.0000000000000000
2002,18,1,14.8000000000000000
2002,18,10,61.0000000000000000
2002,18,13,-6.0000000000000000
2002,18,14,43.5000000000000000
2002,18,15,-5.5392156862745098
2002,18,16,-9.2726081258191350
2002,18,17,-3.5135736948370349
2002,18,18,2.5287041492393678
2002,18,19,15.2189399465110625
2002,18,20,70.1224489795918367
2002,19,1,4.0000000000000000
2002,19,4,-4.0000000000000000
2002,19,9,13.0000000000000000
2002,19,10,13.0000000000000000
2002,19,11,-27.0000000000000000
2002,19,12,-21.0000000000000000
2002,19,13,3.0000000000000000
2002,19,14,-30.0000000000000000
2002,19,15,-19.8000000000000000
2002,19,16,31.5000000000000000
2002,19,17,-12.5834129562392509
2002,19,18,-3.3741544705448284
2002,19,19,4.5339827911520293
2002,19,20,22.5103550295857988
2002,20,1,79.3333333333333333
2002,20,9,12.0000000000000000
2002,20,12,-37.0000000000000000
2002,20,13,-11.3333333333333333
2002,20,14,34.4000000000000000
2002,20,15,-8.7000000000000000
2002,20,16,-3.6206896551724138
2002,20,17,0.41463414634146341463
2002,20,18,-19.7811059907834101
2002,20,19,-4.9051089406461307
2002,20,20,3.0687597315882506
1999,1,1,5.3912660005879910
1999,1,2,8.2458588104502501
1999,1,3,12.7475198412698413
1999,1,4,17.5756281407035176
1999,1,5,24.4508758568164509
1999,1,6,34.6780715396578538
1999,1,7,47.7278287461773700
1999,1,8,52.2129629629629630
1999,1,9,63.2941176470588235
1999,1,10,74.4727272727272727
1999,1,11,78.9545454545454545
1999,1,12,74.6363636363636364
1999,1,13,101.4285714285714286
1999,1,14,126.0000000000000000
1999,1,15,83.0000000000000000
1999,1,16,134.0000000000000000
1999,1,19,218.0000000000000000
1999,1,20,
1999,2,1,4.8077881398163309
1999,2,2,5.9296422634850359
1999,2,3,8.7791557541210907
1999,2,4,13.5519444018600848
1999,2,5,20.8880392439763382
1999,2,6,29.9405155320555188
1999,2,7,41.6935380678182981
1999,2,8,53.0781637717121588
1999,2,9,67.0593824228028504
1999,2,10,85.5260663507109005
1999,2,11,92.6269841269841270
1999,2,12,101.1855670103092784
1999,2,13,132.7608695652173913
1999,2,14,94.3750000000000000
1999,2,15,112.0000000000000000
1999,2,16,207.0000000000000000
1999,2,17,155.5000000000000000
1999,2,19,468.0000000000000000
1999,2,20,253.0000000000000000
1999,3,1,5.1864374403056351
1999,3,2,5.3279581900209943
1999,3,3,8.3054988817828697
1999,3,4,11.8401950510084052
1999,3,5,16.1803763848838974
1999,3,6,23.5698960777740530
1999,3,7,33.7298801369863014
1999,3,8,44.9891794409377818
1999,3,9,56.4269662921348315
1999,3,10,81.6523297491039427
1999,3,11,92.5294117647058824
1999,3,12,95.7500000000000000
1999,3,13,135.5306122448979592
1999,3,14,115.4000000000000000
1999,3,15,148.9090909090909091
1999,3,16,125.0000000000000000
1999,3,17,153.5000000000000000
1999,3,18,222.3333333333333333
1999,3,20,
1999,4,1,9.6356382978723404
1999,4,2,5.5158214918055114
1999,4,3,6.3486607870057943
1999,4,4,8.3001614187157262
1999,4,5,10.8912961159796603
1999,4,6,14.3571223846374319
1999,4,7,20.0649174673564917
1999,4,8,28.9323607427055703
1999,4,9,41.9953795379537954
1999,4,10,56.3088512241054614
1999,4,11,64.9809885931558935
1999,4,12,80.8448275862068966
1999,4,13,103.2125000000000000
1999,4,14,121.7333333333333333
1999,4,15,127.2000000000000000
1999,4,16,231.5000000000000000
1999,4,17,130.0000000000000000
1999,4,18,155.0000000000000000
1999,4,19,
1999,4,20,-10.0000000000000000
1999,5,1,14.3142857142857143
1999,5,2,6.6783517835178352
1999,5,3,6.5878190006433626
1999,5,4,6.1461112325971281
1999,5,5,7.4274885021609004
1999,5,6,10.0451559152582718
1999,5,7,13.4714544045466288
1999,5,8,20.3175742574257426
1999,5,9,32.7400497512437811
1999,5,10,44.9720129171151776
1999,5,11,61.5482352941176471
1999,5,12,81.4979423868312757
1999,5,13,101.6218487394957983
1999,5,14,108.0535714285714286
1999,5,15,104.7727272727272727
1999,5,16,142.7500000000000000
1999,5,17,133.3333333333333333
1999,5,19,363.0000000000000000
1999,5,20,
1999,6,1,7.6122448979591837
1999,6,2,3.6513157894736842
1999,6,3,4.7154996600951734
1999,6,4,5.9701146288209607
1999,6,5,6.8232739349811586
1999,6,6,8.8578693725328748
1999,6,7,11.8604280207364083
1999,6,8,16.7084135683602429
1999,6,9,28.1561193197658210
1999,6,10,45.0454545454545455
1999,6,11,66.4243027888446215
1999,6,12,83.2441860465116279
1999,6,13,96.7154471544715447
1999,6,14,98.1311475409836066
1999,6,15,108.1290322580645161
1999,6,16,127.6666666666666667
1999,6,17,253.0000000000000000
1999,6,18,151.0000000000000000
1999,6,19,
1999,6,20,
1999,7,1,11.4583333333333333
1999,7,2,7.2400000000000000
1999,7,3,17.8461538461538462
1999,7,4,5.3794788273615635
1999,7,5,5.3885901118376826
1999,7,6,5.8320935175345377
1999,7,7,7.2160564408222844
1999,7,8,10.0336925110329532
1999,7,9,16.0556641283105331
1999,7,10,27.9479515588765782
1999,7,11,46.8601503759398496
1999,7,12,62.2236598890942699
1999,7,13,74.0271317829457364
1999,7,14,89.9924812030075188
1999,7,15,110.8833333333333333
1999,7,16,159.9411764705882353
1999,7,17,116.5555555555555556
1999,7,18,132.0000000000000000
1999,7,19,378.0000000000000000
1999,7,20,373.0000000000000000
1999,8,1,-1.6111111111111111
1999,8,2,22.8750000000000000
1999,8,3,1.3500000000000000
1999,8,4,8.4816513761467890
1999,8,5,6.1099773242630385
1999,8,6,5.3879933929486814
1999,8,7,6.0364286425875295
1999,8,8,7.5076381126579277
1999,8,9,12.4842833253025708
1999,8,10,21.8278353754319824
1999,8,11,37.0585399449035813
1999,8,12,56.4565408252853380
1999,8,13,72.0374015748031496
1999,8,14,83.3945312500000000
1999,8,15,113.6218487394957983
1999,8,16,124.6774193548387097
1999,8,17,134.8571428571428571
1999,8,18,129.5000000000000000
1999,8,19,
1999,8,20,
1999,9,1,-1.7777777777777778
1999,9,2,61.2500000000000000
1999,9,3,2.6000000000000000
1999,9,4,28.3333333333333333
1999,9,5,4.9247311827956989
1999,9,6,6.4596876319121992
1999,9,7,4.9977306878469134
1999,9,8,5.7355320979329908
1999,9,9,7.1917492877492877
1999,9,10,10.3617100371747212
1999,9,11,17.6943735933983496
1999,9,12,30.3762006403415155
1999,9,13,50.7285714285714286
1999,9,14,61.9326732673267327
1999,9,15,82.3794642857142857
1999,9,16,91.2702702702702703
1999,9,17,131.8000000000000000
1999,9,18,123.6666666666666667
1999,9,19,180.0000000000000000
1999,9,20,
1999,10,1,-46.0000000000000000
1999,10,2,-15.0000000000000000
1999,10,3,-2.5000000000000000
1999,10,4,18.6000000000000000
1999,10,5,-3.3684210526315789
1999,10,6,10.0375000000000000
1999,10,7,4.5722477064220183
1999,10,8,4.8154698242933537
1999,10,9,4.6313160211267606
1999,10,10,6.9652503220647683
1999,10,11,11.0213837994214079
1999,10,12,20.3022865853658537
1999,10,13,34.5233812949640288
1999,10,14,55.5232252410166521
1999,10,15,71.4858490566037736
1999,10,16,97.8009478672985782
1999,10,17,117.2674418604651163
1999,10,18,132.1666666666666667
1999,10,19,168.5000000000000000
1999,10,20,
1999,11,1,34.3333333333333333
1999,11,2,-7.0000000000000000
1999,11,4,5.0000000000000000
1999,11,5,-10.0000000000000000
1999,11,6,5.7500000000000000
1999,11,7,-0.91666666666666666667
1999,11,8,6.2557022809123649
1999,11,9,5.0707316367005414
1999,11,10,5.6651442695180270
1999,11,11,7.3930478152952747
1999,11,12,12.5511726534157682
1999,11,13,23.7004152028106036
1999,11,14,43.0885952031326481
1999,11,15,65.5006418485237484
1999,11,16,86.2771084337349398
1999,11,17,113.3740458015267176
1999,11,18,147.1000000000000000
1999,11,19,135.0000000000000000
1999,11,20,
1999,12,1,44.0000000000000000
1999,12,3,-38.3333333333333333
1999,12,4,-55.0000000000000000
1999,12,5,-24.5000000000000000
1999,12,6,21.0000000000000000
1999,12,7,2.3636363636363636
1999,12,8,3.0119047619047619
1999,12,9,5.2628279544926863
1999,12,10,4.7116871174459036
1999,12,11,5.6033202462844082
1999,12,12,8.9571282376160425
1999,12,13,14.8311832740213523
1999,12,14,24.9054030115146147
1999,12,15,42.7087346396545998
1999,12,16,74.0037313432835821
1999,12,17,95.9829545454545455
1999,12,18,126.0377358490566038
1999,12,19,132.3333333333333333
1999,12,20,
1999,13,1,-7.3333333333333333
1999,13,2,56.0000000000000000
1999,13,4,-11.0000000000000000
1999,13,5,37.5000000000000000
1999,13,6,69.0000000000000000
1999,13,7,-9.5000000000000000
1999,13,8,-3.5000000000000000
1999,13,9,15.1612903225806452
1999,13,10,4.9749749749749750
1999,13,11,4.8106912288512912
1999,13,12,5.4280400900150025
1999,13,13,7.6488817776066793
1999,13,14,14.6114713979810340
1999,13,15,27.1567859411391065
1999,13,16,50.2058706862356208
1999,13,17,78.9926144756277696
1999,13,18,125.9112903225806452
1999,13,19,149.7500000000000000
1999,13,20,199.0000000000000000
1999,14,1,9.0000000000000000
1999,14,2,16.0000000000000000
1999,14,4,10.0000000000000000
1999,14,5,-4.5000000000000000
1999,14,6,58.0000000000000000
1999,14,7,-5.6666666666666667
1999,14,8,17.0000000000000000
1999,14,9,-3.6000000000000000
1999,14,10,8.8426966292134831
1999,14,11,5.1419558359621451
1999,14,12,5.2469713426351408
1999,14,13,5.9890099760329393
1999,14,14,8.0318368023489853
1999,14,15,13.3262463542944367
1999,14,16,26.8256448678154768
1999,14,17,54.9397089397089397
1999,14,18,93.8344370860927152
1999,14,19,145.2857142857142857
1999,14,20,
1999,15,1,0.00000000000000000000
1999,15,6,14.0000000000000000
1999,15,7,1.00000000000000000000
1999,15,8,82.5000000000000000
1999,15,10,19.2000000000000000
1999,15,11,3.8596491228070175
1999,15,12,2.3349043526476296
1999,15,13,3.7702806909315238
1999,15,14,5.3553873681179689
1999,15,15,7.8235469688099092
1999,15,16,14.7292137079486666
1999,15,17,34.6344050381173351
1999,15,18,75.5462753950338600
1999,15,19,122.9375000000000000
1999,15,20,209.5000000000000000
1999,16,1,14.6666666666666667
1999,16,3,-4.0000000000000000
1999,16,7,-37.0000000000000000
1999,16,8,15.0000000000000000
1999,16,9,-5.3333333333333333
1999,16,10,76.5000000000000000
1999,16,11,-11.0000000000000000
1999,16,12,13.9047619047619048
1999,16,13,2.8426966292134831
1999,16,14,4.5385184301562686
1999,16,15,5.3103655651076583
1999,16,16,9.0941095918409058
1999,16,17,22.8614630159378831
1999,16,18,62.5739202657807309
1999,16,19,127.2280701754385965
1999,16,20,
1999,17,1,34.0000000000000000
1999,17,4,26.0000000000000000
1999,17,9,-48.0000000000000000
1999,17,11,-26.4000000000000000
1999,17,12,-23.5714285714285714
1999,17,13,2.7967479674796748
1999,17,14,1.7711711711711712
1999,17,15,3.8074496681112513
1999,17,16,5.7459060102521760
1999,17,17,9.6022104860913785
1999,17,18,29.0367273138207707
1999,17,19,77.2770562770562771
1999,17,20,120.0000000000000000
1999,18,10,-17.0000000000000000
1999,18,12,-21.0000000000000000
1999,18,13,1.6666666666666667
1999,18,14,19.3846153846153846
1999,18,15,-6.0793319415448852
1999,18,16,-0.50356083086053412463
1999,18,17,4.1785293712817533
1999,18,18,9.7720407507447520
1999,18,19,26.8155395354159515
1999,18,20,111.2500000000000000
1999,19,6,-8.0000000000000000
1999,19,10,-7.0000000000000000
1999,19,14,-21.5000000000000000
1999,19,15,-15.6666666666666667
1999,19,16,-20.5263157894736842
1999,19,17,-4.0569285432293723
1999,19,18,4.5821004007879899
1999,19,19,12.7084983978354619
1999,19,20,54.0504731861198738
1999,20,9,-80.5000000000000000
1999,20,15,30.0000000000000000
1999,20,16,13.0000000000000000
1999,20,17,-16.3846153846153846
1999,20,18,-6.7644029610556807
1999,20,19,5.2995987123517220
1999,20,20,8.9171700700441018
2001,1,1,3.2220682888718300
2001,1,2,7.8191577879249112
2001,1,3,14.6799726277372263
2001,1,4,23.6423625254582485
2001,1,5,35.4037122969837587
2001,1,6,47.3696969696969697
2001,1,7,48.1464646464646465
2001,1,8,55.9104477611940299
2001,1,9,78.3076923076923077
2001,1,10,79.4761904761904762
2001,1,11,84.2800000000000000
2001,1,12,87.9333333333333333
2001,1,13,142.0000000000000000
2001,1,14,120.0000000000000000
2001,1,16,166.3333333333333333
2001,1,20,
2001,2,1,2.1232471530942874
2001,2,2,2.7716521169041786
2001,2,3,4.7631747659956405
2001,2,4,9.2271375464684015
2001,2,5,13.3548508303900203
2001,2,6,19.9448725548310611
2001,2,7,28.8581655480984340
2001,2,8,41.6060903732809430
2001,2,9,59.4676616915422886
2001,2,10,67.6432432432432432
2001,2,11,79.7545454545454545
2001,2,12,117.5476190476190476
2001,2,13,95.0454545454545455
2001,2,14,105.9285714285714286
2001,2,15,85.0000000000000000
2001,2,16,197.0000000000000000
2001,2,17,159.0000000000000000
2001,2,18,168.0000000000000000
2001,2,20,
2001,3,1,3.2381840796019900
2001,3,2,0.99742872655377649385
2001,3,3,2.5067986189935679
2001,3,4,6.1650322940583224
2001,3,5,8.0270459887045287
2001,3,6,11.5337483125843708
2001,3,7,20.2230984928145811
2001,3,8,32.4587534372135655
2001,3,9,46.7688172043010753
2001,3,10,63.9401709401709402
2001,3,11,74.4728260869565217
2001,3,12,92.0952380952380952
2001,3,13,116.7291666666666667
2001,3,14,96.4736842105263158
2001,3,15,107.2000000000000000
2001,3,16,205.3333333333333333
2001,3,17,144.0000000000000000
2001,3,20,
2001,4,1,3.3487031700288184
2001,4,2,2.6627816868664951
2001,4,3,3.7827780690178781
2001,4,4,6.2786900344727770
2001,4,5,10.5569151030048550
2001,4,6,12.8837128815671074
2001,4,7,13.9630194433854365
2001,4,8,17.6240601503759398
2001,4,9,28.0267639902676399
2001,4,10,49.8827667057444314
2001,4,11,74.2621951219512195
2001,4,12,88.3453608247422680
2001,4,13,90.8205128205128205
2001,4,14,105.0588235294117647
2001,4,15,109.8888888888888889
2001,4,16,180.0000000000000000
2001,4,17,210.6000000000000000
2001,4,20,
2001,5,1,9.0882352941176471
2001,5,2,2.0599030470914127
2001,5,3,2.8938059400299138
2001,5,4,3.3326152017489865
2001,5,5,5.0500273231153556
2001,5,6,8.6424150212662955
2001,5,7,11.1886199308393587
2001,5,8,11.9183140009802320
2001,5,9,16.9124564459930314
2001,5,10,25.3804187555293424
2001,5,11,40.1704946996466431
2001,5,12,61.1243093922651934
2001,5,13,81.7922077922077922
2001,5,14,94.3500000000000000
2001,5,15,124.9411764705882353
2001,5,16,135.8571428571428571
